foreign_worker,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,sex,Y
1,24.0,2825.0,4.0,3.0,34.0,2.0,2.0,1,1
1,18.0,884.0,4.0,4.0,36.0,1.0,2.0,1,0
1,12.0,797.0,4.0,3.0,33.0,1.0,2.0,0,0
1,12.0,1424.0,3.0,4.0,55.0,1.0,1.0,0,1
1,39.0,11760.0,2.0,3.0,32.0,1.0,1.0,1,1
1,12.0,2171.0,2.0,2.0,29.0,1.0,1.0,0,1
1,12.0,1318.0,4.0,4.0,54.0,1.0,1.0,1,1
1,15.0,2326.0,2.0,4.0,27.0,1.0,1.0,1,1
1,60.0,15653.0,2.0,4.0,21.0,2.0,1.0,1,1
1,12.0,1282.0,2.0,4.0,20.0,1.0,1.0,0,0
1,15.0,2326.0,2.0,4.0,27.0,1.0,1.0,1,1
1,15.0,1829.0,4.0,4.0,46.0,2.0,1.0,1,1
1,24.0,1231.0,4.0,4.0,57.0,2.0,1.0,0,1
1,9.0,1388.0,4.0,2.0,26.0,1.0,1.0,0,1
1,10.0,1225.0,2.0,2.0,37.0,1.0,1.0,1,1
1,18.0,2864.0,2.0,1.0,34.0,1.0,2.0,1,0
1,15.0,3568.0,4.0,2.0,54.0,1.0,1.0,0,1
1,6.0,1449.0,1.0,2.0,31.0,2.0,2.0,1,1
1,36.0,2712.0,2.0,2.0,41.0,1.0,2.0,1,0
1,24.0,2384.0,4.0,4.0,64.0,1.0,1.0,1,1
1,8.0,731.0,4.0,4.0,47.0,2.0,1.0,1,1
1,6.0,1898.0,1.0,2.0,34.0,2.0,2.0,1,1
1,12.0,2445.0,2.0,4.0,26.0,1.0,1.0,1,1
1,12.0,3590.0,2.0,2.0,29.0,1.0,2.0,1,1
1,12.0,983.0,1.0,4.0,19.0,1.0,1.0,0,1
1,12.0,2579.0,4.0,1.0,33.0,1.0,2.0,1,0
1,12.0,1935.0,4.0,4.0,43.0,3.0,1.0,1,1
1,48.0,3609.0,1.0,1.0,27.0,1.0,1.0,0,1
1,21.0,3160.0,4.0,3.0,41.0,1.0,1.0,1,1
1,12.0,1037.0,3.0,4.0,39.0,1.0,1.0,1,1
1,24.0,5084.0,2.0,4.0,42.0,1.0,1.0,0,1
1,18.0,2051.0,4.0,1.0,33.0,1.0,1.0,1,1
1,15.0,3812.0,1.0,4.0,23.0,1.0,1.0,0,1
1,12.0,1858.0,4.0,1.0,22.0,1.0,1.0,0,1
1,24.0,1469.0,4.0,4.0,41.0,1.0,1.0,1,1
1,6.0,426.0,4.0,4.0,39.0,1.0,1.0,1,1
1,24.0,1278.0,4.0,1.0,36.0,1.0,1.0,1,1
1,36.0,5742.0,2.0,2.0,31.0,2.0,1.0,1,1
1,60.0,6836.0,3.0,4.0,63.0,2.0,1.0,1,0
1,6.0,448.0,4.0,4.0,23.0,1.0,1.0,0,0
1,9.0,276.0,4.0,4.0,22.0,1.0,1.0,1,1
1,12.0,1264.0,4.0,4.0,57.0,1.0,1.0,1,1
1,15.0,1316.0,2.0,2.0,47.0,2.0,1.0,1,1
1,24.0,1258.0,3.0,3.0,57.0,1.0,1.0,0,1
1,48.0,3931.0,4.0,4.0,46.0,1.0,2.0,1,0
1,21.0,2782.0,1.0,2.0,31.0,1.0,1.0,0,1
1,12.0,1424.0,3.0,4.0,55.0,1.0,1.0,0,1
1,60.0,6527.0,4.0,4.0,34.0,1.0,2.0,1,1
1,10.0,3949.0,1.0,1.0,37.0,1.0,2.0,1,1
1,12.0,1680.0,3.0,1.0,35.0,1.0,1.0,1,1
1,18.0,1473.0,3.0,4.0,39.0,1.0,1.0,1,1
