X1,X2,Z,Y
0.607272,1.084301,-1.0,1
0.564957,-1.547578,-1.0,0
-1.551053,-0.837694,1.0,0
0.546328,1.782811,1.0,1
0.567127,0.306361,1.0,1
-0.675559,1.419461,-1.0,1
0.7432,1.651538,1.0,1
-1.479261,-0.142196,-1.0,0
1.174563,0.476888,-1.0,0
0.632033,-0.263371,-1.0,0
-1.824768,2.20223,1.0,1
-0.296082,-0.25801,1.0,0
-0.949062,-0.244319,-1.0,0
0.036301,1.424428,1.0,1
-0.093698,-0.590232,-1.0,0
-3.461658,0.766276,-1.0,0
0.059784,-0.158413,1.0,1
2.676304,1.304005,1.0,1
-0.210658,-0.441206,1.0,1
2.947649,-0.35722,-1.0,1
0.187282,-1.712172,-1.0,0
0.951155,-1.552529,1.0,1
-0.293378,0.734217,-1.0,1
-1.276882,-0.778525,-1.0,0
-1.477772,1.445945,-1.0,0
-1.16363,0.957396,1.0,0
-1.963757,0.859769,-1.0,0
-0.162193,-1.671971,-1.0,0
0.457314,-1.383366,1.0,1
0.211209,0.839085,1.0,0
0.412901,-0.922967,1.0,1
0.410153,-1.246192,-1.0,0
-0.002045,0.481358,-1.0,1
-0.766066,-1.069899,1.0,0
1.160821,-0.333425,-1.0,1
0.471763,-0.005203,-1.0,0
-0.782171,-0.699777,1.0,0
1.121794,0.357441,-1.0,1
0.68721,-0.710833,1.0,1
-0.326462,1.205464,-1.0,1
-1.511545,0.44847,1.0,1
0.025788,0.036865,1.0,1
-0.263094,-1.111636,-1.0,0
0.087548,-0.310813,1.0,1
1.010819,-0.439782,1.0,1
0.327419,1.695711,-1.0,0
-1.54075,0.717942,-1.0,0
-0.706781,-0.58232,-1.0,0
0.172815,1.415876,-1.0,1
0.867667,-0.704261,1.0,1
0.496195,0.109084,1.0,1
0.034282,-0.319449,-1.0,1
1.398139,-0.558636,-1.0,1
-1.143033,0.239457,1.0,0
-0.057513,-0.687396,-1.0,0
0.299381,-0.168078,1.0,1
