foreign_worker,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,sex,Y
1,18.0,2899.0,4.0,4.0,43.0,1.0,2.0,1,1
1,6.0,343.0,4.0,1.0,27.0,1.0,1.0,0,1
1,42.0,3965.0,4.0,3.0,34.0,1.0,1.0,1,0
1,12.0,585.0,4.0,4.0,20.0,2.0,1.0,1,1
0,10.0,1287.0,4.0,2.0,45.0,1.0,1.0,1,1
1,24.0,1925.0,2.0,2.0,26.0,1.0,1.0,1,1
1,24.0,3552.0,3.0,4.0,27.0,1.0,1.0,1,0
1,12.0,1542.0,2.0,4.0,36.0,1.0,1.0,1,1
1,12.0,1424.0,4.0,3.0,26.0,1.0,1.0,1,1
1,24.0,4679.0,3.0,3.0,35.0,2.0,1.0,1,1
1,6.0,250.0,2.0,2.0,41.0,2.0,1.0,0,1
1,15.0,2360.0,2.0,2.0,36.0,1.0,1.0,1,1
1,36.0,5742.0,2.0,2.0,31.0,2.0,1.0,1,1
1,6.0,1743.0,1.0,2.0,34.0,2.0,1.0,1,1
1,30.0,2503.0,4.0,2.0,41.0,2.0,1.0,1,1
1,6.0,660.0,2.0,4.0,23.0,1.0,1.0,1,1
1,12.0,1555.0,4.0,4.0,55.0,2.0,2.0,1,0
1,36.0,2337.0,4.0,4.0,36.0,1.0,1.0,1,1
1,21.0,5003.0,1.0,4.0,29.0,2.0,1.0,0,0
1,27.0,3915.0,4.0,2.0,36.0,1.0,2.0,1,0
1,48.0,10297.0,4.0,4.0,39.0,3.0,2.0,1,0
1,48.0,7763.0,4.0,4.0,42.0,1.0,1.0,1,0
1,24.0,3345.0,4.0,2.0,39.0,1.0,1.0,1,0
1,15.0,1905.0,4.0,4.0,40.0,1.0,1.0,1,1
1,6.0,362.0,4.0,4.0,52.0,2.0,1.0,0,1
1,16.0,2625.0,2.0,4.0,43.0,1.0,1.0,1,0
1,12.0,1804.0,3.0,4.0,44.0,1.0,1.0,1,1
1,24.0,5507.0,3.0,4.0,44.0,2.0,1.0,1,1
0,10.0,1924.0,1.0,4.0,38.0,1.0,1.0,1,1
1,12.0,2149.0,4.0,1.0,29.0,1.0,1.0,1,0
1,24.0,4110.0,3.0,4.0,23.0,2.0,2.0,1,0
1,24.0,1743.0,4.0,2.0,48.0,2.0,1.0,1,1
1,48.0,3931.0,4.0,4.0,46.0,1.0,2.0,1,0
0,10.0,1418.0,3.0,2.0,35.0,1.0,1.0,1,1
1,30.0,2831.0,4.0,2.0,33.0,1.0,1.0,0,1
1,6.0,433.0,4.0,2.0,24.0,1.0,2.0,0,0
0,10.0,2069.0,2.0,1.0,26.0,2.0,1.0,1,1
1,21.0,3275.0,1.0,4.0,36.0,1.0,1.0,1,1
1,9.0,936.0,4.0,2.0,52.0,2.0,1.0,1,1
0,10.0,1597.0,3.0,2.0,40.0,1.0,2.0,1,1
1,4.0,1455.0,2.0,1.0,42.0,3.0,2.0,1,1
1,4.0,3380.0,1.0,1.0,37.0,1.0,2.0,0,1
1,18.0,7511.0,1.0,4.0,51.0,1.0,2.0,1,0
1,48.0,7238.0,3.0,3.0,32.0,2.0,2.0,1,1
1,24.0,6615.0,2.0,4.0,75.0,2.0,1.0,1,1
1,6.0,426.0,4.0,4.0,39.0,1.0,1.0,1,1
1,6.0,1198.0,4.0,4.0,35.0,1.0,1.0,0,0
1,36.0,2384.0,4.0,1.0,33.0,1.0,1.0,1,0
1,24.0,1837.0,4.0,4.0,34.0,1.0,1.0,0,0
1,24.0,4870.0,3.0,4.0,53.0,2.0,2.0,1,0
1,12.0,652.0,4.0,4.0,24.0,1.0,1.0,0,1
1,15.0,1316.0,2.0,2.0,47.0,2.0,1.0,1,1
1,6.0,931.0,1.0,1.0,32.0,1.0,1.0,0,0
1,24.0,6314.0,4.0,2.0,27.0,2.0,1.0,1,1
1,18.0,3850.0,3.0,1.0,27.0,2.0,1.0,1,1
1,15.0,3594.0,1.0,2.0,46.0,2.0,1.0,0,1
1,48.0,7238.0,3.0,3.0,32.0,2.0,2.0,1,1
1,21.0,2476.0,4.0,4.0,46.0,1.0,1.0,1,1
1,36.0,15857.0,2.0,3.0,43.0,1.0,1.0,1,1
1,48.0,7629.0,4.0,2.0,46.0,2.0,2.0,1,1
1,42.0,9283.0,1.0,2.0,55.0,1.0,1.0,1,1
1,6.0,1554.0,1.0,2.0,24.0,2.0,1.0,0,1
1,12.0,625.0,4.0,1.0,26.0,1.0,1.0,1,1
1,6.0,3384.0,1.0,4.0,44.0,1.0,1.0,1,0
1,11.0,1154.0,4.0,4.0,57.0,3.0,1.0,0,1
1,24.0,2284.0,4.0,2.0,28.0,1.0,1.0,1,1
1,24.0,1201.0,4.0,1.0,26.0,1.0,1.0,1,1
1,15.0,2221.0,2.0,4.0,20.0,1.0,1.0,0,1
1,6.0,338.0,4.0,4.0,52.0,2.0,1.0,1,1
0,9.0,959.0,1.0,2.0,29.0,1.0,1.0,0,0
1,12.0,1092.0,4.0,4.0,49.0,2.0,1.0,0,1
1,9.0,2507.0,2.0,4.0,51.0,1.0,1.0,1,1
1,24.0,2064.0,3.0,2.0,34.0,1.0,1.0,0,0
0,6.0,709.0,2.0,2.0,27.0,1.0,1.0,1,1
1,12.0,3399.0,2.0,3.0,37.0,1.0,1.0,1,1
1,48.0,7119.0,3.0,4.0,53.0,2.0,2.0,1,0
1,12.0,1092.0,4.0,4.0,49.0,2.0,1.0,0,1
1,12.0,1108.0,4.0,3.0,28.0,2.0,1.0,1,0
1,24.0,1469.0,4.0,4.0,41.0,1.0,1.0,1,1
1,15.0,1514.0,4.0,2.0,22.0,1.0,1.0,1,1
1,12.0,1804.0,3.0,4.0,44.0,1.0,1.0,1,1
1,9.0,2697.0,1.0,2.0,32.0,1.0,2.0,1,1
1,12.0,1163.0,4.0,4.0,44.0,1.0,1.0,1,1
1,36.0,2394.0,4.0,4.0,25.0,1.0,1.0,0,1
1,24.0,1901.0,4.0,4.0,29.0,1.0,1.0,1,1
1,24.0,1371.0,4.0,4.0,25.0,1.0,1.0,0,0
1,24.0,2197.0,4.0,4.0,43.0,2.0,2.0,1,1
1,33.0,7253.0,3.0,2.0,35.0,2.0,1.0,1,1
1,24.0,2397.0,3.0,2.0,35.0,2.0,1.0,1,0
1,36.0,14318.0,4.0,2.0,57.0,1.0,1.0,1,0
1,12.0,6199.0,4.0,2.0,28.0,2.0,1.0,1,0
1,18.0,1169.0,4.0,3.0,29.0,2.0,1.0,1,1
1,36.0,12389.0,1.0,4.0,37.0,1.0,1.0,1,0
1,12.0,4675.0,1.0,4.0,20.0,1.0,1.0,0,1
1,24.0,3488.0,3.0,4.0,23.0,1.0,1.0,0,1
1,24.0,3868.0,4.0,2.0,41.0,2.0,1.0,0,1
1,48.0,3566.0,4.0,2.0,30.0,1.0,1.0,1,1
1,24.0,1249.0,4.0,2.0,28.0,1.0,1.0,1,1
1,11.0,1154.0,4.0,4.0,57.0,3.0,1.0,0,1
1,12.0,1804.0,3.0,4.0,44.0,1.0,1.0,1,1
1,21.0,1602.0,4.0,3.0,30.0,2.0,1.0,1,1
1,36.0,8229.0,2.0,2.0,26.0,1.0,2.0,1,0
1,27.0,4526.0,4.0,2.0,32.0,2.0,2.0,1,1
1,18.0,1131.0,4.0,2.0,33.0,1.0,1.0,0,0
1,28.0,7824.0,3.0,4.0,40.0,2.0,2.0,1,1
1,15.0,1512.0,3.0,3.0,61.0,2.0,1.0,1,0
1,12.0,1255.0,4.0,4.0,61.0,2.0,1.0,1,1
1,21.0,3976.0,2.0,3.0,35.0,1.0,1.0,1,1
1,12.0,3077.0,2.0,4.0,52.0,1.0,1.0,1,1
1,48.0,7685.0,2.0,4.0,37.0,1.0,1.0,0,0
1,30.0,4280.0,4.0,4.0,26.0,2.0,1.0,0,0
1,12.0,1082.0,4.0,4.0,48.0,2.0,1.0,1,0
1,18.0,1864.0,4.0,2.0,30.0,2.0,1.0,0,0
1,14.0,802.0,4.0,2.0,27.0,2.0,1.0,1,1
1,20.0,2629.0,2.0,3.0,29.0,2.0,1.0,1,1
1,36.0,7980.0,4.0,4.0,27.0,2.0,1.0,1,0
1,42.0,4370.0,3.0,2.0,26.0,2.0,2.0,1,0
1,30.0,2333.0,4.0,2.0,30.0,1.0,1.0,1,1
1,24.0,1935.0,4.0,4.0,31.0,2.0,1.0,1,0
1,42.0,6289.0,2.0,1.0,33.0,2.0,1.0,1,1
1,11.0,2142.0,1.0,2.0,28.0,1.0,1.0,1,1
1,18.0,1820.0,2.0,2.0,30.0,1.0,1.0,1,1
1,11.0,3939.0,1.0,2.0,40.0,2.0,2.0,1,1
1,12.0,1881.0,2.0,2.0,44.0,1.0,1.0,0,1
0,12.0,1103.0,4.0,3.0,29.0,2.0,1.0,1,1
1,24.0,3235.0,3.0,2.0,26.0,1.0,1.0,1,1
1,24.0,1442.0,4.0,4.0,23.0,2.0,1.0,0,0
1,18.0,1190.0,2.0,4.0,55.0,3.0,2.0,0,0
1,30.0,4249.0,4.0,2.0,28.0,2.0,1.0,1,0
1,48.0,6758.0,3.0,2.0,31.0,1.0,1.0,0,0
1,30.0,7596.0,1.0,4.0,63.0,2.0,1.0,1,1
1,18.0,1928.0,2.0,2.0,31.0,2.0,1.0,1,0
1,24.0,1287.0,4.0,4.0,37.0,2.0,1.0,0,1
1,12.0,2214.0,4.0,3.0,24.0,1.0,1.0,1,1
1,9.0,458.0,4.0,3.0,24.0,1.0,1.0,1,1
1,12.0,1498.0,4.0,1.0,23.0,1.0,1.0,0,1
1,24.0,1258.0,4.0,1.0,25.0,1.0,1.0,1,1
1,9.0,2697.0,1.0,2.0,32.0,1.0,2.0,1,1
