1.000000,1.105955,1.000000
1.000000,1.700655,1.000000
-1.000000,-0.049666,1.000000
-1.000000,-0.963224,1.000000
1.000000,-0.627501,1.000000
-1.000000,-0.336049,1.000000
1.000000,1.444421,1.000000
-1.000000,-1.454796,1.000000
1.000000,-0.138430,1.000000
1.000000,-0.521517,1.000000
1.000000,0.652615,1.000000
-1.000000,1.169535,1.000000
-1.000000,-0.240065,1.000000
-1.000000,0.147707,1.000000
1.000000,1.348766,1.000000
1.000000,0.147814,1.000000
1.000000,1.193228,1.000000
-1.000000,0.081060,1.000000
-1.000000,-0.180684,1.000000
1.000000,1.190624,1.000000
1.000000,-1.370564,1.000000
-1.000000,-0.231549,1.000000
-1.000000,-1.362860,1.000000
1.000000,1.655534,1.000000
-1.000000,-0.287405,1.000000
1.000000,2.475185,1.000000
-1.000000,-0.557394,1.000000
1.000000,-0.666058,1.000000
-1.000000,0.889104,1.000000
-1.000000,-1.707726,1.000000
1.000000,1.943177,1.000000
1.000000,0.394205,1.000000
1.000000,1.672212,1.000000
-1.000000,-0.664180,1.000000
1.000000,1.014422,1.000000
-1.000000,-1.187265,1.000000
1.000000,1.050755,1.000000
-1.000000,-0.085801,1.000000
1.000000,-0.698382,1.000000
-1.000000,-2.081925,1.000000
-1.000000,-0.149001,1.000000
1.000000,-0.591701,1.000000
1.000000,-0.779488,1.000000
-1.000000,0.608517,1.000000
1.000000,-0.060714,1.000000
1.000000,0.726876,1.000000
-1.000000,0.940693,1.000000
1.000000,0.752200,1.000000
1.000000,0.672438,1.000000
-1.000000,-0.481577,1.000000
-1.000000,-0.970432,1.000000
-1.000000,-0.015762,1.000000
1.000000,-0.518543,1.000000
1.000000,0.467119,1.000000
-1.000000,0.017266,1.000000
-1.000000,-0.492151,1.000000
-1.000000,0.859513,1.000000
-1.000000,0.102051,1.000000
-1.000000,0.099730,1.000000
-1.000000,-0.037317,1.000000
-1.000000,0.757182,1.000000
-1.000000,0.266870,1.000000
1.000000,0.903092,1.000000
-1.000000,-2.233264,1.000000
1.000000,0.383741,1.000000
-1.000000,-1.756228,1.000000
1.000000,0.966411,1.000000
-1.000000,-1.736308,1.000000
-1.000000,-1.034170,1.000000
-1.000000,-0.496616,1.000000
-1.000000,-0.902172,1.000000
-1.000000,-0.838777,1.000000
1.000000,-0.663770,1.000000
1.000000,-0.663242,1.000000
-1.000000,0.058643,1.000000
-1.000000,0.838167,1.000000
-1.000000,-1.196647,1.000000
-1.000000,-0.336400,1.000000
1.000000,0.628640,1.000000
1.000000,-1.164676,1.000000
-1.000000,0.274600,1.000000
1.000000,0.633280,1.000000
1.000000,0.471573,1.000000
1.000000,2.236136,1.000000
-1.000000,-0.657853,1.000000
1.000000,0.423649,1.000000
-1.000000,-0.574139,1.000000
1.000000,-0.468561,1.000000
-1.000000,-0.398937,1.000000
1.000000,0.257357,1.000000
1.000000,0.436330,1.000000
1.000000,1.215261,1.000000
1.000000,-0.248869,1.000000
-1.000000,0.441485,1.000000
-1.000000,-1.335552,1.000000
-1.000000,0.196842,1.000000
1.000000,0.907544,1.000000
-1.000000,-0.476447,1.000000
1.000000,0.882550,1.000000
-1.000000,-0.904389,1.000000
1.000000,-0.835177,1.000000
-1.000000,0.128025,1.000000
1.000000,1.084756,1.000000
1.000000,0.393494,1.000000
-1.000000,1.379351,1.000000
-1.000000,-0.653356,1.000000
1.000000,0.790981,1.000000
-1.000000,-0.588881,1.000000
1.000000,1.119363,1.000000
-1.000000,0.014544,1.000000
-1.000000,-0.788900,1.000000
-1.000000,-1.159130,1.000000
1.000000,0.371464,1.000000
-1.000000,-1.585003,1.000000
1.000000,-0.975080,1.000000
1.000000,0.218097,1.000000
-1.000000,0.026365,1.000000
-1.000000,-0.758895,1.000000
1.000000,0.190386,1.000000
1.000000,0.755689,1.000000
-1.000000,-0.074735,1.000000
1.000000,0.837748,1.000000
1.000000,-0.296406,1.000000
-1.000000,0.359816,1.000000
1.000000,0.163561,1.000000
-1.000000,0.502532,1.000000
-1.000000,0.372218,1.000000
-1.000000,-0.641599,1.000000
