foreign_worker,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,sex,Y
1,12.0,625.0,4.0,1.0,26.0,1.0,1.0,1,1
1,42.0,3965.0,4.0,3.0,34.0,1.0,1.0,1,0
1,15.0,1829.0,4.0,4.0,46.0,2.0,1.0,1,1
1,12.0,900.0,4.0,2.0,23.0,1.0,1.0,1,0
1,18.0,3422.0,4.0,4.0,47.0,3.0,2.0,1,1
0,12.0,1076.0,2.0,2.0,26.0,1.0,1.0,1,1
1,24.0,3069.0,4.0,4.0,30.0,1.0,1.0,1,1
1,18.0,6458.0,2.0,4.0,39.0,2.0,2.0,1,0
1,48.0,4605.0,3.0,4.0,24.0,2.0,2.0,1,0
1,24.0,1344.0,4.0,2.0,37.0,2.0,2.0,1,0
1,10.0,1240.0,1.0,4.0,48.0,1.0,2.0,0,0
1,18.0,1131.0,4.0,2.0,33.0,1.0,1.0,0,0
1,6.0,1352.0,1.0,2.0,23.0,1.0,1.0,0,1
1,12.0,639.0,4.0,2.0,30.0,1.0,1.0,1,0
1,24.0,1193.0,1.0,4.0,29.0,2.0,1.0,0,0
1,60.0,7418.0,1.0,1.0,27.0,1.0,1.0,1,1
1,24.0,6615.0,2.0,4.0,75.0,2.0,1.0,1,1
1,27.0,8613.0,2.0,2.0,27.0,2.0,1.0,1,1
1,36.0,3620.0,1.0,2.0,37.0,1.0,2.0,1,1
1,12.0,1262.0,2.0,4.0,49.0,1.0,1.0,1,1
1,36.0,11054.0,4.0,2.0,30.0,1.0,1.0,1,1
1,42.0,7174.0,4.0,3.0,30.0,1.0,1.0,0,0
1,18.0,2427.0,4.0,2.0,42.0,2.0,1.0,1,1
1,24.0,1901.0,4.0,4.0,29.0,1.0,1.0,1,1
1,24.0,1249.0,4.0,2.0,28.0,1.0,1.0,1,1
1,6.0,1050.0,4.0,1.0,35.0,2.0,1.0,1,1
1,48.0,12204.0,2.0,2.0,48.0,1.0,1.0,1,1
1,10.0,1240.0,1.0,4.0,48.0,1.0,2.0,0,0
1,9.0,1391.0,2.0,1.0,27.0,1.0,1.0,1,1
1,12.0,1934.0,2.0,2.0,26.0,2.0,1.0,1,1
1,36.0,4463.0,4.0,2.0,26.0,2.0,1.0,1,0
