foreign_worker,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,sex,Y
1,30.0,3832.0,2.0,1.0,22.0,1.0,1.0,1,1
1,24.0,3777.0,4.0,4.0,50.0,1.0,1.0,1,1
1,12.0,795.0,4.0,4.0,53.0,1.0,1.0,0,0
1,15.0,3556.0,3.0,2.0,29.0,1.0,1.0,1,1
1,18.0,2404.0,2.0,2.0,26.0,2.0,1.0,0,1
1,9.0,1224.0,3.0,1.0,30.0,2.0,1.0,1,1
1,24.0,1207.0,4.0,4.0,24.0,1.0,1.0,0,0
1,36.0,9629.0,4.0,4.0,24.0,2.0,1.0,1,0
1,18.0,2124.0,4.0,4.0,24.0,2.0,1.0,0,0
1,48.0,6110.0,1.0,3.0,31.0,1.0,1.0,1,1
1,60.0,6527.0,4.0,4.0,34.0,1.0,2.0,1,1
1,18.0,8471.0,1.0,2.0,23.0,2.0,1.0,0,1
1,36.0,3804.0,4.0,1.0,42.0,1.0,1.0,0,0
1,15.0,1308.0,4.0,4.0,38.0,2.0,1.0,1,1
1,12.0,701.0,4.0,2.0,40.0,1.0,1.0,1,1
1,10.0,727.0,4.0,4.0,46.0,1.0,1.0,1,1
1,6.0,1898.0,1.0,2.0,34.0,2.0,2.0,1,1
1,30.0,4249.0,4.0,2.0,28.0,2.0,1.0,1,0
1,21.0,3599.0,1.0,4.0,26.0,1.0,1.0,0,1
1,10.0,2848.0,1.0,2.0,32.0,1.0,2.0,1,1
1,30.0,1919.0,4.0,3.0,30.0,2.0,1.0,1,0
1,24.0,1965.0,4.0,4.0,42.0,2.0,1.0,0,1
1,30.0,3656.0,4.0,4.0,49.0,2.0,1.0,1,1
1,36.0,2302.0,4.0,4.0,31.0,1.0,1.0,1,0
1,6.0,1047.0,2.0,4.0,50.0,1.0,1.0,0,1
1,12.0,2762.0,1.0,2.0,25.0,1.0,1.0,0,0
1,21.0,2241.0,4.0,2.0,50.0,2.0,1.0,1,1
1,15.0,3556.0,3.0,2.0,29.0,1.0,1.0,1,1
1,15.0,1360.0,4.0,2.0,31.0,2.0,1.0,1,1
1,36.0,2323.0,4.0,4.0,24.0,1.0,1.0,1,1
0,24.0,3632.0,1.0,4.0,22.0,1.0,1.0,0,1
0,10.0,2069.0,2.0,1.0,26.0,2.0,1.0,1,1
1,21.0,2782.0,1.0,2.0,31.0,1.0,1.0,0,1
1,30.0,2406.0,4.0,4.0,23.0,1.0,1.0,0,0
1,48.0,3578.0,4.0,1.0,47.0,1.0,1.0,1,1
1,48.0,5381.0,3.0,4.0,40.0,1.0,1.0,1,1
1,21.0,2319.0,2.0,1.0,33.0,1.0,1.0,1,0
1,24.0,2197.0,4.0,4.0,43.0,2.0,2.0,1,1
1,24.0,4870.0,3.0,4.0,53.0,2.0,2.0,1,0
1,24.0,4110.0,3.0,4.0,23.0,2.0,2.0,1,0
1,54.0,9436.0,2.0,2.0,39.0,1.0,2.0,1,1
1,18.0,976.0,1.0,2.0,23.0,1.0,1.0,0,0
1,36.0,9398.0,1.0,4.0,28.0,1.0,1.0,1,0
1,30.0,1919.0,4.0,3.0,30.0,2.0,1.0,1,0
1,7.0,2415.0,3.0,2.0,34.0,1.0,1.0,1,1
1,12.0,1228.0,4.0,2.0,24.0,1.0,1.0,0,0
0,10.0,1418.0,3.0,2.0,35.0,1.0,1.0,1,1
1,24.0,2996.0,2.0,4.0,20.0,1.0,1.0,1,0
1,12.0,1037.0,3.0,4.0,39.0,1.0,1.0,1,1
1,15.0,2511.0,1.0,4.0,23.0,1.0,1.0,0,1
1,30.0,3622.0,4.0,4.0,57.0,2.0,1.0,0,1
1,60.0,6288.0,4.0,4.0,42.0,1.0,1.0,1,0
1,24.0,1755.0,4.0,4.0,58.0,1.0,1.0,0,1
1,27.0,3915.0,4.0,2.0,36.0,1.0,2.0,1,0
1,24.0,2303.0,4.0,1.0,45.0,1.0,1.0,1,0
1,12.0,3447.0,4.0,3.0,35.0,1.0,2.0,0,1
1,36.0,5800.0,3.0,4.0,34.0,2.0,1.0,1,1
1,12.0,5801.0,2.0,4.0,49.0,1.0,1.0,1,1
1,24.0,3660.0,2.0,4.0,28.0,1.0,1.0,0,1
1,12.0,1200.0,4.0,4.0,23.0,1.0,1.0,0,1
1,7.0,846.0,3.0,4.0,36.0,1.0,1.0,1,1
1,30.0,2503.0,4.0,2.0,41.0,2.0,1.0,1,1
1,24.0,1376.0,4.0,1.0,28.0,1.0,1.0,0,1
1,21.0,2353.0,1.0,4.0,47.0,2.0,1.0,1,1
1,12.0,6078.0,2.0,2.0,32.0,1.0,1.0,1,1
1,36.0,5371.0,3.0,2.0,28.0,2.0,1.0,1,1
1,10.0,727.0,4.0,4.0,46.0,1.0,1.0,1,1
1,30.0,6742.0,2.0,3.0,36.0,2.0,1.0,1,1
1,26.0,7966.0,2.0,3.0,30.0,2.0,1.0,1,1
1,30.0,5771.0,4.0,2.0,25.0,2.0,1.0,0,1
1,9.0,1337.0,4.0,2.0,34.0,2.0,1.0,1,0
1,9.0,1391.0,2.0,1.0,27.0,1.0,1.0,1,1
1,24.0,2359.0,1.0,1.0,33.0,1.0,1.0,1,0
1,12.0,1963.0,4.0,2.0,31.0,2.0,2.0,1,1
1,12.0,1526.0,4.0,4.0,66.0,2.0,1.0,1,1
0,6.0,609.0,4.0,3.0,37.0,2.0,1.0,0,1
1,24.0,3552.0,3.0,4.0,27.0,1.0,1.0,1,0
1,48.0,10961.0,1.0,2.0,27.0,2.0,1.0,1,0
1,48.0,6143.0,4.0,4.0,58.0,2.0,1.0,0,0
1,42.0,3394.0,4.0,4.0,65.0,2.0,1.0,1,1
1,12.0,1935.0,4.0,4.0,43.0,3.0,1.0,1,1
1,36.0,4463.0,4.0,2.0,26.0,2.0,1.0,1,0
1,36.0,14318.0,4.0,2.0,57.0,1.0,1.0,1,0
1,15.0,1316.0,2.0,2.0,47.0,2.0,1.0,1,1
1,12.0,1935.0,4.0,4.0,43.0,3.0,1.0,1,1
1,12.0,1858.0,4.0,1.0,22.0,1.0,1.0,0,1
1,54.0,15945.0,3.0,4.0,58.0,1.0,1.0,1,0
1,36.0,4455.0,2.0,2.0,30.0,2.0,1.0,1,0
0,8.0,3398.0,1.0,4.0,39.0,2.0,1.0,1,1
1,10.0,894.0,4.0,3.0,40.0,1.0,1.0,0,1
1,18.0,1936.0,2.0,4.0,23.0,2.0,1.0,1,1
1,10.0,1275.0,4.0,2.0,23.0,1.0,1.0,0,1
1,12.0,2366.0,3.0,3.0,36.0,1.0,1.0,1,1
1,12.0,2445.0,2.0,4.0,26.0,1.0,1.0,1,1
1,48.0,5951.0,2.0,2.0,22.0,1.0,1.0,0,0
1,10.0,2848.0,1.0,2.0,32.0,1.0,2.0,1,1
1,48.0,6143.0,4.0,4.0,58.0,2.0,1.0,0,0
1,6.0,672.0,1.0,4.0,54.0,1.0,1.0,0,1
