1.000000,0.064158,0.386232,1.000000
1.000000,-0.520343,-0.682026,1.000000
1.000000,0.725337,-0.593063,1.000000
-1.000000,-0.496003,-0.920531,1.000000
1.000000,0.792330,-0.426520,1.000000
-1.000000,0.081019,-1.094102,1.000000
1.000000,-0.067344,-1.292415,1.000000
-1.000000,-3.268975,-2.569826,1.000000
1.000000,0.601979,0.285729,1.000000
1.000000,2.134887,2.135939,1.000000
-1.000000,-0.156963,0.757165,1.000000
1.000000,1.242295,-0.187813,1.000000
1.000000,0.190387,-0.411778,1.000000
1.000000,-0.381916,0.600036,1.000000
1.000000,0.049349,0.178481,1.000000
1.000000,1.302400,1.062886,1.000000
1.000000,1.111151,0.924986,1.000000
1.000000,-0.249996,0.619312,1.000000
1.000000,1.291069,0.007033,1.000000
1.000000,0.309364,-0.131842,1.000000
1.000000,0.867555,0.277208,1.000000
1.000000,0.414841,1.086996,1.000000
1.000000,-0.033498,-0.372968,1.000000
1.000000,1.498139,0.791046,1.000000
1.000000,0.332348,1.228040,1.000000
1.000000,0.530931,0.047960,1.000000
-1.000000,-1.179625,-1.715941,1.000000
-1.000000,-0.151796,-0.052358,1.000000
-1.000000,0.025372,0.271950,1.000000
1.000000,1.465231,0.771276,1.000000
1.000000,1.240103,1.310321,1.000000
-1.000000,-0.402628,0.165974,1.000000
-1.000000,-1.493471,0.827017,1.000000
1.000000,0.109158,0.335689,1.000000
1.000000,0.384712,0.692422,1.000000
-1.000000,-0.294858,0.263214,1.000000
-1.000000,0.301617,1.069176,1.000000
-1.000000,-0.637010,-0.923427,1.000000
1.000000,0.335045,0.550888,1.000000
1.000000,0.778534,0.104380,1.000000
1.000000,1.192609,0.830525,1.000000
1.000000,0.738660,2.438654,1.000000
1.000000,1.887622,1.708326,1.000000
1.000000,-0.042319,0.298687,1.000000
-1.000000,-1.055431,-0.700630,1.000000
1.000000,0.012763,-0.907438,1.000000
-1.000000,-0.133883,0.600054,1.000000
-1.000000,-0.601998,1.087370,1.000000
1.000000,-0.358388,-1.132300,1.000000
1.000000,-0.076703,0.651861,1.000000
1.000000,0.283565,-0.562820,1.000000
