-1.000000,-1.736771,1.221862,1.000000
-1.000000,-2.538385,-0.767177,1.000000
1.000000,0.040890,-0.932671,1.000000
1.000000,-0.741932,0.445297,1.000000
-1.000000,-0.873272,0.377584,1.000000
-1.000000,-0.056430,-0.205331,1.000000
1.000000,1.840954,-0.741008,1.000000
-1.000000,0.688731,-0.041405,1.000000
1.000000,-0.614315,2.565718,1.000000
-1.000000,0.116731,0.547787,1.000000
1.000000,-1.029815,-0.044245,1.000000
1.000000,0.597184,0.555585,1.000000
-1.000000,-1.262991,-1.014326,1.000000
1.000000,-0.707076,0.794280,1.000000
-1.000000,-0.388826,-0.607756,1.000000
1.000000,-0.514850,2.195326,1.000000
-1.000000,0.216282,-1.366939,1.000000
-1.000000,-1.436597,0.193158,1.000000
1.000000,-1.611206,1.145958,1.000000
1.000000,-0.095249,-2.235350,1.000000
-1.000000,-1.085024,1.008558,1.000000
1.000000,1.954909,-0.623589,1.000000
1.000000,0.095380,-0.630726,1.000000
-1.000000,-0.187885,-0.471147,1.000000
1.000000,0.156743,-0.494479,1.000000
-1.000000,-0.043135,-1.173971,1.000000
-1.000000,-1.792806,0.503052,1.000000
1.000000,-0.950428,0.413071,1.000000
-1.000000,-1.590741,-0.851942,1.000000
1.000000,0.516998,1.136719,1.000000
1.000000,0.860747,0.179460,1.000000
1.000000,-0.321581,1.158657,1.000000
-1.000000,-1.375940,-1.120349,1.000000
1.000000,0.519219,0.736308,1.000000
1.000000,-0.414204,-1.512714,1.000000
1.000000,-0.077411,2.538191,1.000000
1.000000,0.694537,-0.395698,1.000000
1.000000,0.233062,-0.013929,1.000000
1.000000,-0.018911,-0.044936,1.000000
-1.000000,0.102906,0.101218,1.000000
1.000000,-0.098780,-0.215847,1.000000
-1.000000,-0.426546,-0.511439,1.000000
-1.000000,0.236496,-0.888018,1.000000
-1.000000,-1.269237,-1.765093,1.000000
-1.000000,1.333695,0.544335,1.000000
-1.000000,-1.854274,1.290736,1.000000
1.000000,1.222290,-0.509469,1.000000
1.000000,-1.150366,2.074734,1.000000
-1.000000,-1.636543,-0.154195,1.000000
-1.000000,-0.291905,0.159873,1.000000
-1.000000,0.336675,-1.389756,1.000000
-1.000000,-0.456126,-1.454608,1.000000
1.000000,2.019486,-0.441738,1.000000
-1.000000,-0.134915,-0.761860,1.000000
1.000000,-0.203704,1.682113,1.000000
1.000000,0.651808,0.891257,1.000000
1.000000,1.179823,0.467961,1.000000
-1.000000,-0.776995,-1.159792,1.000000
-1.000000,1.432398,-1.263014,1.000000
1.000000,-0.310911,0.289552,1.000000
-1.000000,-1.325099,-0.510683,1.000000
1.000000,-0.068881,-0.048867,1.000000
1.000000,0.677677,0.004681,1.000000
1.000000,-0.501104,0.170656,1.000000
-1.000000,-0.962741,-0.874343,1.000000
-1.000000,-0.281195,-2.145487,1.000000
-1.000000,-0.311959,-0.600946,1.000000
1.000000,-0.340887,2.966632,1.000000
1.000000,0.414592,-0.086467,1.000000
1.000000,1.087095,0.385255,1.000000
1.000000,-0.148264,-0.363993,1.000000
-1.000000,-0.580866,-2.174757,1.000000
-1.000000,0.268393,-0.600858,1.000000
-1.000000,0.874334,0.196772,1.000000
-1.000000,-1.259946,0.500663,1.000000
1.000000,-0.652321,0.554207,1.000000
1.000000,-0.023557,-0.514183,1.000000
1.000000,-0.356771,1.862903,1.000000
-1.000000,-1.302659,-1.882620,1.000000
1.000000,1.676840,1.349696,1.000000
-1.000000,0.757414,0.096768,1.000000
1.000000,0.058129,0.362864,1.000000
-1.000000,-0.758698,-1.152345,1.000000
-1.000000,-0.722720,0.147943,1.000000
-1.000000,0.040085,-1.234002,1.000000
-1.000000,-0.222301,-0.306777,1.000000
1.000000,0.525610,-0.051939,1.000000
-1.000000,0.285095,-0.647327,1.000000
1.000000,-0.002213,-0.170307,1.000000
1.000000,-2.351596,1.316885,1.000000
-1.000000,-2.239568,0.072424,1.000000
1.000000,0.785542,-0.881832,1.000000
1.000000,1.288718,-0.346452,1.000000
1.000000,0.596369,0.095422,1.000000
-1.000000,-1.700239,1.497448,1.000000
-1.000000,0.612811,-0.311345,1.000000
1.000000,-0.613685,-0.437080,1.000000
-1.000000,0.129948,0.619602,1.000000
-1.000000,0.532067,-0.596336,1.000000
-1.000000,-0.111104,-1.056462,1.000000
1.000000,0.633728,-0.749496,1.000000
1.000000,0.029588,2.629350,1.000000
-1.000000,-1.489786,-0.373328,1.000000
-1.000000,-0.113932,-1.267361,1.000000
-1.000000,-1.200509,-1.229644,1.000000
-1.000000,-1.101592,-0.928999,1.000000
1.000000,0.814565,-0.185788,1.000000
1.000000,0.357378,1.606756,1.000000
-1.000000,-1.192476,0.757871,1.000000
1.000000,0.121570,2.707140,1.000000
1.000000,0.709583,0.099389,1.000000
-1.000000,-1.697371,1.103709,1.000000
1.000000,-0.144643,0.696852,1.000000
1.000000,0.794197,0.178739,1.000000
1.000000,0.199750,1.311817,1.000000
